강명,항목,월,2019,2020
형산강,비소 As (㎎/ℓ),04,0.0,0.0
형산강,비소 As (㎎/ℓ),05,0.0,0.0
형산강,비소 As (㎎/ℓ),06,0.0,0.0
형산강,비소 As (㎎/ℓ),07,0.0,0.0
형산강,비소 As (㎎/ℓ),08,0.0,0.0
형산강,비소 As (㎎/ℓ),09,0.0,0.0
형산강,비소 As (㎎/ℓ),10,0.0,0.0
형산강,비소 As (㎎/ℓ),11,0.0,0.0
형산강,비소 As (㎎/ℓ),12,0.0,0.0
형산강,생물화학적산소요구량 BOD (㎎/ℓ),01,2.4,1.9333333
형산강,생물화학적산소요구량 BOD (㎎/ℓ),02,1.5,2.1333334
형산강,생물화학적산소요구량 BOD (㎎/ℓ),03,2.6666667,1.7
형산강,생물화학적산소요구량 BOD (㎎/ℓ),04,3.0,1.9333333
형산강,생물화학적산소요구량 BOD (㎎/ℓ),05,2.3333333,2.4
형산강,생물화학적산소요구량 BOD (㎎/ℓ),06,2.1,1.6666666
형산강,생물화학적산소요구량 BOD (㎎/ℓ),07,2.1333334,2.5
형산강,생물화학적산소요구량 BOD (㎎/ℓ),08,1.5666667,1.0333333
형산강,생물화학적산소요구량 BOD (㎎/ℓ),09,2.3666666,2.9333334
형산강,생물화학적산소요구량 BOD (㎎/ℓ),10,2.4333334,2.5333333
형산강,생물화학적산소요구량 BOD (㎎/ℓ),11,1.7333333,1.9666667
형산강,생물화학적산소요구량 BOD (㎎/ℓ),12,1.6,1.8
형산강,수온 (℃),01,3.7,5.4333334
형산강,수온 (℃),02,6.8,7.3
형산강,수온 (℃),03,9.7,8.4
형산강,수온 (℃),04,12.466666,13.433333
형산강,수온 (℃),05,19.2,19.5
형산강,수온 (℃),06,24.2,24.0
형산강,수온 (℃),07,24.233334,22.866667
형산강,수온 (℃),08,29.2,8.9
형산강,수온 (℃),09,23.766666,22.933332
형산강,수온 (℃),10,19.866667,18.733334
형산강,수온 (℃),11,13.6,15.066667
형산강,수온 (℃),12,11.233334,9.066667
형산강,수은 Hg (㎎/ℓ),01,0.0,0.0
형산강,수은 Hg (㎎/ℓ),02,0.0,0.0
형산강,수은 Hg (㎎/ℓ),03,0.0,0.0
형산강,수은 Hg (㎎/ℓ),04,0.0,0.0
형산강,수은 Hg (㎎/ℓ),05,0.0,0.0
형산강,수은 Hg (㎎/ℓ),06,0.0,0.0
형산강,수은 Hg (㎎/ℓ),07,0.0,0.0
형산강,수은 Hg (㎎/ℓ),08,0.0,0.0
형산강,수은 Hg (㎎/ℓ),09,0.0,0.0
형산강,수은 Hg (㎎/ℓ),10,0.0,0.0
형산강,수은 Hg (㎎/ℓ),11,0.0,0.0
형산강,수은 Hg (㎎/ℓ),12,0.0,0.0
형산강,시안 CN (㎎/ℓ),01,0.0,0.0
형산강,시안 CN (㎎/ℓ),02,0.0,0.0
형산강,시안 CN (㎎/ℓ),03,0.0,0.0
형산강,시안 CN (㎎/ℓ),04,0.0,0.0
형산강,시안 CN (㎎/ℓ),05,0.0,0.0
형산강,시안 CN (㎎/ℓ),06,0.0,0.0
형산강,시안 CN (㎎/ℓ),07,0.0,0.0
형산강,시안 CN (㎎/ℓ),08,0.0,0.0
형산강,시안 CN (㎎/ℓ),09,0.0,0.0
형산강,시안 CN (㎎/ℓ),10,0.0,0.0
형산강,시안 CN (㎎/ℓ),11,0.0,0.0
형산강,시안 CN (㎎/ℓ),12,0.0,0.0
형산강,용존산소 DO (㎎/ℓ),01,11.366667,10.266666
형산강,용존산소 DO (㎎/ℓ),02,14.966666,12.266666
형산강,용존산소 DO (㎎/ℓ),03,12.266666,11.6
형산강,용존산소 DO (㎎/ℓ),04,11.1,10.5
형산강,용존산소 DO (㎎/ℓ),05,8.3,8.9
형산강,용존산소 DO (㎎/ℓ),06,7.4,8.5
형산강,용존산소 DO (㎎/ℓ),07,7.9333334,6.8
형산강,용존산소 DO (㎎/ℓ),08,6.3333335,7.4333334
형산강,용존산소 DO (㎎/ℓ),09,7.1666665,8.133333
형산강,용존산소 DO (㎎/ℓ),10,8.666667,9.166667
형산강,용존산소 DO (㎎/ℓ),11,9.233334,10.366667
형산강,용존산소 DO (㎎/ℓ),12,9.6,11.433333
형산강,카드뮴 Cd (㎎/ℓ),01,0.0,0.0
형산강,카드뮴 Cd (㎎/ℓ),02,0.0,0.0
형산강,카드뮴 Cd (㎎/ℓ),03,0.0,0.0
형산강,카드뮴 Cd (㎎/ℓ),04,0.0,0.0
형산강,카드뮴 Cd (㎎/ℓ),05,0.0,0.0
형산강,카드뮴 Cd (㎎/ℓ),06,0.0,0.0
형산강,카드뮴 Cd (㎎/ℓ),07,0.0,0.0
형산강,카드뮴 Cd (㎎/ℓ),08,0.0,0.0
형산강,카드뮴 Cd (㎎/ℓ),09,0.0,0.0
형산강,카드뮴 Cd (㎎/ℓ),10,0.0,0.0
형산강,카드뮴 Cd (㎎/ℓ),11,0.0,0.0
형산강,카드뮴 Cd (㎎/ℓ),12,0.0,0.0
회야강,6가크롬 Cr6+ (㎎/ℓ),01,0.0,0.0
회야강,6가크롬 Cr6+ (㎎/ℓ),02,0.0,0.0
회야강,6가크롬 Cr6+ (㎎/ℓ),03,0.0,0.0
회야강,6가크롬 Cr6+ (㎎/ℓ),04,0.0,0.0
회야강,6가크롬 Cr6+ (㎎/ℓ),05,0.0,0.0
회야강,6가크롬 Cr6+ (㎎/ℓ),06,0.0,0.0
회야강,6가크롬 Cr6+ (㎎/ℓ),07,0.0,0.0
회야강,6가크롬 Cr6+ (㎎/ℓ),08,0.0,0.0
회야강,6가크롬 Cr6+ (㎎/ℓ),09,0.0,0.0
회야강,6가크롬 Cr6+ (㎎/ℓ),10,0.0,0.0
회야강,6가크롬 Cr6+ (㎎/ℓ),11,0.0,0.0
회야강,6가크롬 Cr6+ (㎎/ℓ),12,0.0,0.0
회야강,납 Pb (㎎/ℓ),01,0.0,0.0
회야강,납 Pb (㎎/ℓ),02,0.0,0.00033
회야강,납 Pb (㎎/ℓ),03,0.0,0.0
회야강,납 Pb (㎎/ℓ),04,0.0,0.0
회야강,납 Pb (㎎/ℓ),05,0.0,0.0
회야강,납 Pb (㎎/ℓ),06,0.0,0.0
회야강,납 Pb (㎎/ℓ),07,0.0,0.000265
회야강,납 Pb (㎎/ℓ),08,0.0,0.0
회야강,납 Pb (㎎/ℓ),09,0.0,0.0
회야강,납 Pb (㎎/ℓ),10,0.0,0.0
회야강,납 Pb (㎎/ℓ),11,0.0,0.0
회야강,납 Pb (㎎/ℓ),12,0.0,0.0
회야강,비소 As (㎎/ℓ),01,0.0,0.0075
회야강,비소 As (㎎/ℓ),02,0.0,0.001
회야강,비소 As (㎎/ℓ),03,0.0,0.002225
회야강,비소 As (㎎/ℓ),04,0.0,0.0035
회야강,비소 As (㎎/ℓ),05,0.0,0.002
회야강,비소 As (㎎/ℓ),06,0.0,0.0
회야강,비소 As (㎎/ℓ),07,0.0,0.001335
회야강,비소 As (㎎/ℓ),08,0.001,0.0
회야강,비소 As (㎎/ℓ),09,0.01,0.0
회야강,비소 As (㎎/ℓ),10,0.001,0.0035
회야강,비소 As (㎎/ℓ),11,0.0,0.0
회야강,비소 As (㎎/ℓ),12,0.0,0.001
회야강,생물화학적산소요구량 BOD (㎎/ℓ),01,0.4,0.85
회야강,생물화학적산소요구량 BOD (㎎/ℓ),02,1.6,0.8
회야강,생물화학적산소요구량 BOD (㎎/ℓ),03,0.4,1.7
회야강,생물화학적산소요구량 BOD (㎎/ℓ),04,0.7,0.75
회야강,생물화학적산소요구량 BOD (㎎/ℓ),05,1.1,0.6
회야강,생물화학적산소요구량 BOD (㎎/ℓ),06,1.55,1.75
회야강,생물화학적산소요구량 BOD (㎎/ℓ),07,2.55,1.75
회야강,생물화학적산소요구량 BOD (㎎/ℓ),08,2.25,2.55
회야강,생물화학적산소요구량 BOD (㎎/ℓ),09,2.45,0.0
회야강,생물화학적산소요구량 BOD (㎎/ℓ),10,0.6,0.75
회야강,생물화학적산소요구량 BOD (㎎/ℓ),11,1.55,1.5
회야강,생물화학적산소요구량 BOD (㎎/ℓ),12,0.7,0.7
회야강,수온 (℃),01,5.6,6.5
회야강,수온 (℃),02,5.3,6.65
회야강,수온 (℃),03,9.15,9.0
회야강,수온 (℃),04,12.85,12.7
회야강,수온 (℃),05,15.7,16.45
회야강,수온 (℃),06,20.8,19.05
회야강,수온 (℃),07,22.15,22.35
회야강,수온 (℃),08,25.6,6.55
회야강,수온 (℃),09,26.05,0.0
회야강,수온 (℃),10,20.15,20.05
회야강,수온 (℃),11,16.4,14.95
회야강,수온 (℃),12,10.2,10.45
회야강,수은 Hg (㎎/ℓ),01,0.0,0.0
회야강,수은 Hg (㎎/ℓ),02,0.0,0.0
회야강,수은 Hg (㎎/ℓ),03,0.0,0.0
회야강,수은 Hg (㎎/ℓ),04,0.0,0.0
회야강,수은 Hg (㎎/ℓ),05,0.0,0.0
회야강,수은 Hg (㎎/ℓ),06,0.0,0.0
회야강,수은 Hg (㎎/ℓ),07,0.0,0.0
회야강,수은 Hg (㎎/ℓ),08,0.0,0.0
회야강,수은 Hg (㎎/ℓ),09,0.0,0.0
회야강,수은 Hg (㎎/ℓ),10,0.0,0.0
회야강,수은 Hg (㎎/ℓ),11,0.0,5e-06
회야강,수은 Hg (㎎/ℓ),12,0.0,0.0
회야강,시안 CN (㎎/ℓ),01,0.0,0.0
회야강,시안 CN (㎎/ℓ),02,0.0,0.0
회야강,시안 CN (㎎/ℓ),03,0.0,0.0
회야강,시안 CN (㎎/ℓ),04,0.0,0.0
회야강,시안 CN (㎎/ℓ),05,0.0,0.0
회야강,시안 CN (㎎/ℓ),06,0.0,0.0
회야강,시안 CN (㎎/ℓ),07,0.0,0.0
회야강,시안 CN (㎎/ℓ),08,0.0,0.0
회야강,시안 CN (㎎/ℓ),09,0.0,0.0
회야강,시안 CN (㎎/ℓ),10,0.0,0.0
회야강,시안 CN (㎎/ℓ),11,0.0,0.0
회야강,시안 CN (㎎/ℓ),12,0.0,0.0
회야강,용존산소 DO (㎎/ℓ),01,11.9,11.35
회야강,용존산소 DO (㎎/ℓ),02,12.3,11.35
회야강,용존산소 DO (㎎/ℓ),03,11.2,11.8
회야강,용존산소 DO (㎎/ℓ),04,10.4,10.7
회야강,용존산소 DO (㎎/ℓ),05,7.4,7.75
회야강,용존산소 DO (㎎/ℓ),06,8.3,6.5
회야강,용존산소 DO (㎎/ℓ),07,6.3,5.45
회야강,용존산소 DO (㎎/ℓ),08,6.85,9.2
회야강,용존산소 DO (㎎/ℓ),09,5.95,0.0
회야강,용존산소 DO (㎎/ℓ),10,7.2,7.6
회야강,용존산소 DO (㎎/ℓ),11,7.4,8.65
회야강,용존산소 DO (㎎/ℓ),12,9.85,9.75
회야강,카드뮴 Cd (㎎/ℓ),01,0.0,0.0
회야강,카드뮴 Cd (㎎/ℓ),02,0.0,0.0
회야강,카드뮴 Cd (㎎/ℓ),03,0.0,0.0
회야강,카드뮴 Cd (㎎/ℓ),04,0.0,0.0
회야강,카드뮴 Cd (㎎/ℓ),05,0.0,0.0
회야강,카드뮴 Cd (㎎/ℓ),06,0.0,0.0
회야강,카드뮴 Cd (㎎/ℓ),07,0.0,0.0
회야강,카드뮴 Cd (㎎/ℓ),08,0.0,0.0
회야강,카드뮴 Cd (㎎/ℓ),09,0.0,0.0
회야강,카드뮴 Cd (㎎/ℓ),10,0.0,0.0
회야강,카드뮴 Cd (㎎/ℓ),11,0.0,0.0
회야강,카드뮴 Cd (㎎/ℓ),12,0.0,0.0
